source_ticket_id,description,subject,body,priority,tags,type,status
6843,Issue lot same.,Part law short strong own.,Writer bar evidence various six enough. Difference hot international thus. Upon move time meet give story.,normal,"modern,phone",task,open
6853,Shoulder century hundred figure.,Plan lead seem four drug test much kind.,Pay senior truth authority. Against body left rather several husband tough. Argue listen down will.,high,"understand,image",task,new
6863,Adult thing sport effect.,Learn personal land quality science.,Within decision reality analysis do while section point.,low,"wait,individual",incident,new
6873,Red weight character.,Music operation improve.,Us eat young provide nothing explain identify. Carry action thing recently nation fall effort.,high,"now,indicate,sign",question,new
6883,Maybe probably section serious.,Year skill argue check tell statement chance similar.,Laugh result sure board six. Myself according air.,low,"father,create,prove",task,new
6893,Job number authority just.,Matter law agree.,Wait never few mouth contain despite. Argue that mind night reason single ten. Since minute hotel open. Feeling fact company live.,high,"care,success,sea",question,new
6903,Lawyer treatment majority report.,A gun senior inside office drop.,Various positive my fear space. Hour everybody huge environment leave customer sign. Parent plant child employee near.,urgent,look,task,open
6913,Within state fear their.,Fight by allow sign season strategy.,Simple quite responsibility south my job front economic. One image start perform.,low,"history,cost,information",task,new
6923,Structure feeling bed.,Range until data establish.,Two information school art score audience letter.,low,"need,eight",problem,open
6933,Group happy time friend.,Window box factor strong ten animal myself.,They recent plant. City hour history.,high,rate,task,open
6943,Bag let tree someone.,Along listen military buy.,Politics family people site town student smile. Practice call among. Fall lead travel number box.,urgent,"everybody,coach",problem,open
6953,Picture effect task traditional.,White picture lead level now increase.,Matter voice this. Career occur any eight. Member range bad decide.,normal,leg,question,open
6963,Budget bag wall provide model.,Meeting carry only body product also finally.,Community learn bed certainly reason right yeah. Worry successful speech check move rate answer.,normal,"certainly,land",question,new
6973,Interest opportunity time miss.,Scientist reach environmental five decade.,Local technology suddenly bring movie value. Wish certain scientist where open. Decade child system call day gun new. Since notice easy toward.,normal,goal,task,open
6983,Hot my ability partner list.,Individual understand rate have.,Religious space rate late six bar month. Difference turn glass institution. Cause city let though.,normal,"approach,strong",task,new
6993,Long home tree child Mrs.,Chair support civil south leg behavior.,Military the number become. Middle certain eye history. Meeting impact first believe magazine party course free.,normal,"sure,soon",question,open
7003,Himself card a trial would.,Student blood lead.,National value must reveal perhaps. For career as bit her energy.,low,"relate,listen,customer",question,open
7013,Increase wish popular detail.,Fight add enter like.,Bed civil organization reality environment little according. Chair sport do purpose.,normal,old,incident,open
7023,Account attorney onto debate.,American north leader.,Indeed ask project letter view always. Let material meet staff race pressure. Forget operation law doctor west father structure spring.,high,"its,enjoy,hair",incident,new
7033,Blue myself without production.,Dream first political itself alone able water.,Middle increase today human technology.,urgent,"several,tax",incident,new
7043,Store box medical outside.,Commercial theory religious difficult option.,Management however college maybe place. Vote issue social determine citizen majority woman.,high,"play,magazine",incident,open
7053,Old notice morning occur.,Ground company Congress action member south return.,President start term heart meeting. Subject although employee.,urgent,"agreement,suddenly,group",task,open
7063,Home bit per.,Coach water matter page that guy.,Everyone stay world case agent. Performance draw strong.,normal,add,question,open
7073,Stop Congress challenge figure.,Establish step operation.,Explain hit artist fill alone easy whatever. Effort small young recognize less. Suggest interesting case local.,urgent,member,question,open
